255.84748625  0.15255943
256.00000000  0.15251375
256.15251375  0.15251375
256.30507319  0.15255943
256.45772404  0.15265085
256.61051215  0.15278811
256.76348353  0.15297138
256.91668441  0.15320088
257.07016129  0.15347688
257.22396101  0.15379972
257.37813080  0.15416979
257.53271834  0.15458753
257.68777180  0.15505346
257.84333993  0.15556814
257.99947213  0.15613220
258.15621847  0.15674634
258.31362980  0.15741133
258.47175778  0.15812798
258.63065499  0.15889721
258.79037496  0.15971998
258.95097231  0.16059734
259.11250273  0.16153042
259.27502316  0.16252043
259.43859182  0.16356866
259.60326831  0.16467648
259.76911369  0.16584538
259.93619061  0.16707692
260.10456339  0.16837278
260.27429811  0.16973472
260.44546276  0.17116465
260.61812731  0.17266456
260.79236390  0.17423659
260.96824689  0.17588299
261.14585307  0.17760618
261.32526175  0.17940868
261.50655496  0.18129320
261.68981757  0.18326261
261.87513749  0.18531993
262.06260587  0.18746838
262.25231724  0.18971137
262.44436977  0.19205253
262.63886547  0.19449570
262.83591041  0.19704494
263.03561500  0.19970459
263.23809424  0.20247924
263.44346801  0.20537377
263.65186137  0.20839336
263.86340490  0.21154353
264.07823504  0.21483014
264.29649447  0.21825943
264.51833250  0.22183803
264.74390554  0.22557304
264.97337753  0.22947199
265.20692045  0.23354292
265.44471487  0.23779443
265.68695055  0.24223568
265.93382704  0.24687648
266.18555436  0.25172732
266.44235378  0.25679943
266.70445860  0.26210482
266.97211499  0.26765639
267.24558297  0.27346798
267.52513743  0.27955446
267.81106924  0.28593181
268.10368647  0.29261723
268.40331571  0.29962924
268.71030354  0.30698783
269.02501812  0.31471458
269.34785092  0.32283279
269.67921862  0.33136770
270.01956525  0.34034664
270.36936449  0.34979923
270.72912218  0.35975769
271.09937919  0.37025701
271.48071452  0.38133532
271.87374871  0.39303419
272.27914772  0.40539901
272.69762716  0.41847944
273.12995703  0.43232987
273.57696701  0.44700998
274.03955236  0.46258536
274.51868058  0.47912822
275.01539881  0.49671822
275.53084219  0.51544338
276.06624334  0.53540115
276.62294300  0.55669966
277.20240211  0.57945911
277.80621555  0.60381345
278.43612781  0.62991225
279.09405078  0.65792298
279.78208430  0.68803352
280.50253959  0.72045529
281.25796637  0.75542678
282.05118417  0.79321780
282.88531865  0.83413447
283.76384382  0.87852517
284.69063146  0.92678764
285.67000898  0.97937752
286.70682754  1.03681857
287.80654261  1.09971507
288.97530952  1.16876690
290.22009740  1.24478788
291.54882568  1.32872829
292.97052835  1.42170267
294.49555253  1.52502418
296.13580001  1.64024748
297.90502231  1.76922230
299.81918326  1.91416095
301.89690700  2.07772374
304.16003443  2.26312743
306.63431843  2.47428400
309.35029676  2.71597833
312.34439360  2.99409684
315.66031539  3.31592179
319.35082491  3.69050953
323.47999873  4.12917382
328.12609409  4.64609536
333.38516507  5.25907098
339.37555440  5.99038933
346.24330648  6.86775208
354.16830988  7.92500340
363.37040977  9.20209989
374.11351274 10.74310298
386.70333719 12.58982444
401.47042693 14.76708974
418.72472593 17.25429900
438.66530302 19.94057708
461.24019112 22.57488810
485.99325114 24.75306002
512.00000000 26.00674886
